"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"indignado";-0,324180586538115;1,2183085048841;0,613049439740189;-0,231251104593337;0,869068658609451;0,437312923713822;0,0835248350497674;0,787852597577891;0,128622567372309;1,02354381402034e-05;0,000144559614855747;3,6603568770553e-05;9,739405106607e-05;0,624602376751775;3,79961589224184e-05
"hipocrisia";-0,0575478608579934;1,20058514829789;1,33503155494427;-0,0320352392882975;0,668331227925334;0,743173676352679;0,00191049261654128;0,555343543669906;0,442745963713512;3,39980245548586e-07;0,000147972580242762;0,000182969362609053;0,000102658594366939;0,73312992199754;5,51768881774063e-05
"gratidão";-2,03590965500008;-1,86269103699045;-1,16073054564847;-0,680079798514966;-0,622217465308912;-0,387733018346898;0,588573856017901;0,329044331011199;0,0823818129708806;0,000381870187723848;0,000319654189194417;0,000124125661979596;9,21295077652014e-05;1,47768702674233;0,000201170211147909
"feminino";1,73333710174529;0,582249118099859;-2,15000292470914;0,614134245013307;0,206295199124207;-0,761762049409288;0,575414963593821;0,0433632240115018;0,381221812394674;7,90854832399779e-05;8,92377034819856e-06;0,000121677088082596;2,63227165043432e-05;1,2723801918546;4,26151974894433e-05
"condenação";0,441525640233341;3,31163863653301;-4,7679297403035;0,0758381610642781;0,568819931207954;-0,818958154722796;0,0112629422398776;0,423169814075931;0,565567243684184;2,05259163973111e-05;0,00115471971139544;0,00239359347285818;0,000105290866017373;2,31661808611546;0,000565066528762018
"conceito";0,985944196916812;-0,229927950850753;1,3102994238007;0,59543106213163;-0,138858004760248;0,791315553216795;0,556526402884464;0,0202140548797351;0,423259542235789;9,21165952609153e-05;5,00975797043262e-06;0,000162695037853246;9,47617794156357e-05;0,735925566328498;5,13216946836882e-05
"chão";-0,229610461964364;-0,658835574377827;0,293165020583729;-0,303400522347525;-0,870565982478571;0,387379649943525;0,13887586797035;0,763635876798709;0,0974882552309275;6,10613958071464e-06;5,02733082887432e-05;9,95423029462951e-06;0,00011581995261911;0,343085782575019;1,36329180969333e-05
"cedo";-0,481464238897206;0,427162818714009;0,490813578610012;-0,594820264282127;0,527734108146738;0,606370814187084;0,50678890649925;0,266424841885822;0,22678625161491;2,50174265512279e-05;1,96925270370087e-05;2,59984646666665e-05;0,000107923137667807;0,376595327550385;1,53060954726087e-05
"carreira";1,19180345592365;-1,1580465583259;0,421490941264166;0,695177711319727;-0,675487348201025;0,245855225904624;0,593674167668735;0,374351615443336;0,0319742168879197;0,000149554669918563;0,000141202614503864;1,87054081145304e-05;0,000105290866017373;0,861301109238013;7,81089340115432e-05
"candidatar";-0,282528456918745;1,52102906919269;1,8655423004779;-0,116576233672668;0,627603470910274;0,7697557177729;0,0255547636715573;0,494665135951197;0,479780100377208;7,9843340374249e-06;0,000231413841312212;0,000348116417070678;0,000100026322716504;0,984125998575978;9,68758917630437e-05
"cancelar";-0,260911544486583;0,98478448911893;1,89988198058566;-0,12102832243477;0,456809279606157;0,88129304276973;0,0299878385008381;0,285318394284597;0,68469376721453;6,45089240765851e-06;9,19000201114302e-05;0,000342047526837451;9,47617794156357e-05;0,838967536115472;6,66996445369939e-05
"camilo";2,9774345698536;-2,21144502187281;-0,171126140300403;0,801937599624654;-0,595627165244398;-0,0460908486705333;0,730004888614892;0,268956725967115;0,00103838541798365;0,000910080410878157;0,000502050735208937;3,00627028131195e-06;0,000102658594366939;1,94045593229344;0,000386547511928768
"avanço";2,27152950185668;-1,67042685515795;0,18986660336754;0,803799453277872;-0,591094322930502;0,0671858639114361;0,733044021941046;0,264750640822913;0,00220533723603246;0,000570448917261965;0,000308485619621429;3,98544811034936e-06;0,000110555409318242;1,47733094733211;0,000241287924647797
"atuar";1,62232843888895;-1,21168332868058;-0,092849432224089;0,800357608040604;-0,597770431312674;-0,0458062299232657;0,72782073204441;0,271152694761945;0,00102657319363605;0,000270192242646713;0,000150720934643578;8,85021493838094e-07;0,000102658594366939;1,0588904030816;0,000115105834545391
"armado";1,72093346438888;0,257762902758769;-1,3616712280409;0,778854255404767;0,116657464017904;-0,616260565772951;0,778469818700866;0,011663885504306;0,209866295794827;0,000311830691113819;6,99570561080562e-06;0,000195224904793306;0,000105290866017373;1,08609454404845;0,000124201248603506
"aproximar";-1,57254056413919;-1,21537713567878;-0,378080886538238;-0,777289044069127;-0,600747194392636;-0,18688111300899;0,702330488178453;0,280187483966562;0,0174820278549727;0,000273390683564764;0,000163305992211348;1,58033603162745e-05;0,000110555409318242;1,04485382844047;0,000120695498704611
"anunciar";0,692632300725753;-0,844832312427091;0,0453652256457205;0,63346239847023;-0,772660331281772;0,0414897841388136;0,501133448973982;0,497940833224063;0,000925717801940762;5,05121878398157e-05;7,5150474979827e-05;2,16688991617493e-07;0,000105290866017373;0,544816795315988;3,12529971527647e-05
"americano";0,0644151104579906;0,385970059258218;0,213713723911879;0,144472174422022;0,865665421146762;0,47932365834431;0,0336492222775041;0,806855107435718;0,15949567028674;4,15039866549025e-07;1,49012100354412e-05;4,56855783088902e-06;0,000100026322716504;0,195535079588063;3,82440315683438e-06
"alimentação";1,791386519461;-0,87582813100125;0,00647387543611415;0,898371875898882;-0,439223669746799;0,00324661794464519;0,862330694593451;0,137664455778009;4,84962853520719e-06;0,000329438170103071;7,87468325534946e-05;4,30253083266798e-09;0,000102658594366939;1,07417940459624;0,000118453788726218
"you";-1,20028860027914;-0,27012746788756;0,683172662552515;-0,852924731130184;-0,191952500311419;0,485462295807511;0,852277824546288;0,0288294343325592;0,118892741121152;1,51691784570683e-05;7,68295329374514e-07;4,91418675292543e-06;1,05290866017373e-05;0,723968264652066;5,51861066831613e-06
"subcomissão";2,9774345698536;-2,21144502187281;-0,171126140300403;0,801937599624654;-0,595627165244398;-0,0460908486705333;0,730004888614893;0,268956725967115;0,00103838541798365;0,000840074225425991;0,000463431447885172;2,77501872121103e-06;9,47617794156357e-05;1,94045593229344;0,000356813087934247
"secretaria";2,35335188361094;-1,38022175062438;-0,334293565665992;0,856187319673373;-0,50214690350886;-0,121621383510422;0,807482885952296;0,185500942851124;0,00701617119657354;0,000583128727359321;0,000200580371771163;1,17664846586663e-05;0,000105290866017373;1,45829252114262;0,00022391335374788
"renovar";-1,62065468140411;-1,32379901020771;-1,14223224318503;-0,679792621207913;-0,555274858628039;-0,479115668212684;0,60258833798375;0,268517534202052;0,128894127814178;0,000241980141807047;0,00016145178646997;0,000120200861826804;9,21295077652014e-05;1,16253107055676;0,000124511048039865
"queimar";-1,0953904147424;-0,214886746349705;-1,53343488027038;-0,577523688012066;-0,11329493538245;-0,808474271329415;0,534880718814895;0,0137476076993916;0,451371673485695;0,000123178010707217;4,74039546331596e-06;0,00024139373190093;0,000102658594366939;0,833997803750149;7,14044251901627e-05
"peça";-0,934606044091619;-0,329686881185702;0,693836336755422;-0,772536052037586;-0,272515893953302;0,573518208817307;0,757328829361529;0,0629389438970823;0,179732226741388;8,04740616421175e-05;1,00138730900459e-05;4,43519615084928e-05;9,21295077652014e-05;0,598013216972142;3,29473368480336e-05
"paciência";-0,769929177552271;0,595723386849693;0,7177925477584;-0,636565281718821;0,492534685829229;0,593459539787963;0,563666873287195;0,225371531353899;0,210961595358889;5,46135373667309e-05;3,26955050734099e-05;4,74675308149837e-05;9,21295077652014e-05;0,571036625542245;3,00418504076694e-05
"objetivo";2,11700013111335;-1,46798226428814;-0,179802416406008;0,819767768963397;-0,568448026047332;-0,069625043279456;0,755148997262524;0,242505335060688;0,00234566767677865;0,000495475023205121;0,000238243803598607;3,57413576127524e-06;0,000110555409318242;1,35652874831932;0,000203440774653081
"multidão";-1,06301668485324;0,0304633489526524;0,204963734604476;-0,981525749743441;0,028128026442573;0,18925120004645;0,983712406497174;0,000539550472208438;0,0157480430306159;0,00012195362822672;1,00154358530807e-07;4,53386531356561e-06;0,000107923137667807;0,596802246041673;3,84392991737189e-05
"lamentar";0,0710536776301258;-1,13462601154758;-0,142832205961093;0,0620130370907528;-0,990259861065943;-0,124658697219408;0,0057789235635469;0,984165414365558;0,0100556620708657;5,182847567409e-07;0,00013216022968448;2,09434199349504e-06;0,000102658594366939;0,520460204801547;2,78080393958954e-05
"janja";0,0229364413755533;2,22093383093217;0,179794399930845;0,0102931654336166;0,996686406779146;0,0806861654004673;0,000158998028071864;0,995633962954992;0,00420703901690711;5,53914549064696e-08;0,000519352153869865;3,40363529839354e-06;0,000105290866017373;1,01287210444337;0,000108018941822537
"inclusão";2,40137402933589;-1,67457868896622;-0,385862659583166;0,813221800920689;-0,567093622479594;-0,130671825005557;0,74856385191894;0,243113542867909;0,00832260521314208;0,000561632264976176;0,000273113740629042;1,45009994899762e-05;9,739405106607e-05;1,54550290583863;0,000232633407692442
"gestão";1,93335912378433;-0,600952349986737;-0,148384854718974;0,952377561163938;-0,296030637254722;-0,0730947521918779;0,937151026112003;0,0604718696447639;0,00237710424322921;0,000413242577162002;3,9926392556179e-05;2,43421620062854e-06;0,000110555409318242;1,11207014536979;0,000136723875612943
"dialogar";1,82649602473569;-0,997322097733539;0,207989684865977;0,873332055906033;-0,476865728815474;0,0994494686171232;0,83007723442193;0,165287771438754;0,00463499413931049;0,000360041055181327;0,000107345896372026;4,66872353102551e-06;0,000107923137667807;1,11630770380624;0,000134487650625594
"curado";-2,09407682519288;-1,97354860292121;-1,28908374010728;-0,664141082508158;-0,625915291052335;-0,408835750579329;0,569354369256519;0,337739525830096;0,0929061049133651;0,000438631204245265;0,00038959193300212;0,000166217430329931;0,000100026322716504;1,54534596947426;0,000238872277662734
"caixa";-0,0999138529513891;1,30675924892391;1,62066745173597;-0,0479371847963858;0,62696370672973;0,777572206780512;0,00437559417806909;0,499879799884296;0,495744605937595;9,19708424337229e-07;0,000157322165603282;0,000241983955301588;9,21295077652014e-05;0,841069009640589;6,51721446807661e-05
"vírus";-0,195223847609356;1,39210477931522;2,34021168618783;-0,0715117240583288;0,50993674214369;0,857234269225213;0,0103266399267453;0,350692071414104;0,638981288659113;3,71191622792797e-06;0,000188745358025572;0,000533387357826515;9,739405106607e-05;1,06973891026265;0,000111452038528053
"unidade";0,49357394171989;-1,55394354766764;-0,488900619990689;0,289967633311956;-0,912919614936414;-0,287222123618312;0,124340273131433;0,823126618083366;0,0525331087851714;2,24441517717079e-05;0,000222468858191173;2,20211465331792e-05;9,21295077652014e-05;0,779418583952276;5,59680613723506e-05
"transporte";1,33668993975013;-0,197630649386872;1,05040926889993;0,781014896373962;-0,115473661139441;0,613743892209953;0,780937092124577;0,0114012399897442;0,207661667885671;0,000136392366032763;2,98151706695241e-06;8,4225926121442e-05;7,63358778625954e-05;0,842261784422324;5,41530468319296e-05
"som";-0,654781949147492;0,545048694392281;0,749097618827126;-0,577182795288943;0,480454186935844;0,660320978826403;0,493494025800122;0,228374658046411;0,278131316153449;4,17566671081531e-05;2,89336376219347e-05;5,46524031947918e-05;9,739405106607e-05;0,519015336083657;2,62357094138752e-05
"silva";-0,0408617147125247;1,73427693610544;-2,57570194992333;-0,0131581972309799;0,558467948272864;-0,829421733858915;0,000343047843741344;0,412712113727974;0,586944838428276;1,84592125897357e-07;0,000332519327787589;0,000733451177844779;0,000110555409318242;1,22846753141976;0,000166842758572276
"satanás";-1,1090383007702;-0,0572466823905436;0,103411236906546;-0,994368478221553;-0,0513276199860588;0,0927189567775597;0,994506924051836;0,0017697184059419;0,00372335754222047;0,000132741784826496;3,53683833729073e-07;1,15411750634434e-06;0,000107923137667807;0,619251520124046;4,13855494925339e-05
"sacanagem";0,0218527671980556;2,27213015210669;-0,890123042159654;0,00895471960900954;0,931062333794595;-0,364750248232521;0,000126015444615988;0,909842266049405;0,0900317185059629;5,02809617491354e-08;0,000543572037705962;8,34239568500718e-05;0,000105290866017373;1,08397431898455;0,000123716801707609
"roupa";-0,479469547332265;1,13497174180108;1,64579420464624;-0,233217323469073;0,552058151156054;0,800525750851327;0,101876009618383;0,381249045757043;0,516874944624539;2,05746132978316e-05;0,000115286836165721;0,00024241566511609;8,9497236114767e-05;0,836468340846168;6,26193621955515e-05
"rogério";2,9774345698536;-2,21144502187281;-0,171126140300403;0,801937599624654;-0,595627165244398;-0,0460908486705333;0,730004888614893;0,268956725967115;0,00103838541798365;0,000933415806028879;0,000514923830983525;3,08335413467892e-06;0,000105290866017373;1,94045593229344;0,000396458986593608
"reclamar";-0,19525494818391;0,149022679230687;0,803768851864974;-0,23231855096038;0,17731039966525;0,956341525319391;0,115127662789114;0,0447887688927316;0,840083568318131;3,91380704612201e-06;2,27981731528981e-06;6,63220066383396e-05;0,000102658594366939;0,320432565341679;1,05406794638761e-05
"prol";0,404801805917127;0,08236308818152;0,537354166899303;0,597238838261542;0,121517331153494;0,792804710065054;0,559773401311707;0,015476808881909;0,424749789806367;1,55280917995673e-05;6,42833426198174e-07;2,73624164901963e-05;9,47617794156357e-05;0,301273376142648;8,60111423586737e-06
"praticar";1,00977309597477;0,886593082261488;-2,72474869944545;0,332371862807913;0,291826545467026;-0,89686465655325;0,215042728202756;0,110717086085473;0,674240185711765;0,000104674984229598;8,06945102580761e-05;0,000762163631297862;0,000102658594366939;1,21251147348;0,000150927030427756
"popular";0,961274242836905;1,50962300875279;-2,53547931915798;0,309739517284077;0,486427162171826;-0,816976160811373;0,177213096717905;0,29189524235363;0,530891660928461;9,24291404521803e-05;0,000227956151316457;0,000643034757460799;0,000100026322716504;1,27152188754086;0,000161719348772908
"piorar";-0,359585088791079;0,94716690400115;-0,441793648238618;-0,325338682189986;0,856959985180977;-0,399717807546152;0,159138794065735;0,737419373651035;0,103441832283216;1,32739036776906e-05;9,20976062578832e-05;2,00370715381298e-05;0,000102658594366939;0,501924141628425;2,5862558341742e-05
"pau";-0,0773864616619687;1,45180927972649;1,36777213577377;-0,0387682255580156;0,727311578987949;0,685211567150716;0,0026984865005425;0,634305104100495;0,362996409398922;6,46315457728175e-07;0,00022747501335272;0,000201902672364741;0,000107923137667807;0,829524671260517;7,42631176347055e-05
"louco";-0,728567037130223;0,628900353380198;1,72408576395629;-0,368981158305909;0,318505187612192;0,873159407141303;0,255819605688926;0,127305529023271;0,61687486528778;5,58894369668557e-05;4,16441857838102e-05;0,000312974121766439;0,000105290866017373;0,802097287930766;6,77399378053057e-05
"libertar";-1,88226623270397;-1,54028080906625;-1,41476706285878;-0,668962708488959;-0,547420127909494;-0,502812189799202;0,591541816915876;0,264552553269573;0,14390562981453;0,000335733988281109;0,000224819002232168;0,000189671940819694;9,47617794156357e-05;1,36273925963516;0,000175978148015359
"gás";0,0616668016522497;2,37844472031508;-1,41228331466247;0,0222878925455582;0,85962817807333;-0,510433781511574;0,000819428749658305;0,814110343288488;0,185070227961841;3,50349578601281e-07;0,000521176559794193;0,00018375637175728;9,21295077652014e-05;1,19955528335017;0,000132568177740105
"genuíno";-0,892546077066496;0,0486449651269705;0,769438668149515;-0,756764459112636;0,041244683797005;0,652385184904167;0,756429926227631;0,00150062440095916;0,242069449371406;7,33939128429525e-05;2,18009060613704e-07;5,45439727336917e-05;9,21295077652014e-05;0,571440130755184;3,00843216802121e-05
"entidade";2,59078085498525;-1,5812584356251;-0,240155097270469;0,850914982318618;-0,519347860395841;-0,0788764398788916;0,798409455602326;0,198636394784447;0,00295414961321952;0,000653723035605817;0,00024352196601399;5,61715034894598e-06;9,739405106607e-05;1,61451574758666;0,000253873284207941
"dom";-1,77053672000613;-1,90762292995301;-1,4557575691857;-0,593716931134162;-0,639686270798686;-0,488161531295024;0,483934170449127;0,375189158369639;0,140876671181209;0,000288807606452099;0,000335261604371908;0,000195243625976444;9,21295077652014e-05;1,4172166176805;0,000185042387338884
"doença";-0,908579389778107;-0,234431301820813;-0,163755007813361;-0,953871252255782;-0,246117490613984;-0,171918047144162;0,94477748194663;0,042007203437874;0,0132153146154917;7,60544294907464e-05;5,06325673748103e-06;2,47051747943773e-06;9,21295077652014e-05;0,520502184254891;2,49599587615003e-05
"discípulo";-2,09131821956043;-1,96829113028221;-1,28299652898796;-0,664870704657612;-0,625758002068726;-0,407889530308203;0,570234019458002;0,337349718406349;0,0924162621356288;0,000414451245687694;0,000367123240452;0,00015598547871078;9,47617794156357e-05;1,5421194031493;0,000225356044033967
"desenvolvimento";2,00791265884968;-1,20429517671403;0,0591476411400886;0,85730465437422;-0,514189626569139;0,0252538614272715;0,806045617071721;0,193653200660546;0,000301182267725282;0,000445727708117635;0,000160341481051805;3,86771847860861e-07;0,000110555409318242;1,2453443347837;0,000171458450938326
"competência";1,6479641129149;-0,319427476068248;-0,244723496698235;0,971458596866811;-0,18829934782566;-0,144262088512533;0,966568202583757;0,0242532723607971;0,00917852505544279;0,000293096115861202;1,10118199819968e-05;6,4634724487619e-06;0,000107923137667807;0,933374518155942;9,40213415026488e-05
"china";0,180272689206211;1,91944062451516;0,311222866118962;0,0923127705776382;0,982893652879292;0,15936881601456;0,0128208772880074;0,970724595066384;0,0164545276455779;2,90850287997825e-06;0,000329730398987446;8,66867297036124e-06;8,9497236114767e-05;0,886534227769674;7,03397206060644e-05
"característica";-1,22074418384798;-1,20942236659826;-0,277689860110047;-0,701295682299037;-0,694791500949608;-0,159527853984559;0,596012761829777;0,39070684814326;0,0132803900269483;0,000129447591363927;0,000127057597281727;6,69830146739127e-06;8,68649644643327e-05;0,880483712066696;6,73421998370273e-05
"batalhar";-0,691139431818022;0,425136895558204;1,52686972475419;-0,399713214889124;0,245873448205014;0,883049032223453;0,298121225643415;0,0753369352022695;0,626541839154296;4,52652111389697e-05;1,71273747795083e-05;0,000220921088784823;9,47617794156357e-05;0,704845067210436;4,70782744821053e-05
"arte";-0,140343035001736;0,14400575681842;1,38862131728213;-0,100023204441466;0,102633645159652;0,989677570451358;0,022799684197636;0,016032291886181;0,961168023916159;1,91828954071979e-06;2,0197245219355e-06;0,000187801945311881;9,739405106607e-05;0,517548304908602;2,60876050876793e-05
"análise";1,79826439819649;-0,992567185217317;0,752426301540386;0,822069432630424;-0,453748149392;0,343968697497356;0,781946977671642;0,159103172335403;0,0589498499929493;0,000340484848204368;0,000103731467983177;5,96099330613049e-05;0,000105290866017373;1,13237255692576;0,000135011066878502
"antigamente";-0,0900161928279808;1,16021117752763;1,61496528272302;-0,0452216753828275;0,582858390222585;0,81131442549896;0,00399120984441622;0,442818922514599;0,553189867640945;8,74492007952127e-07;0,000145274253842754;0,000281475723717891;0,000107923137667807;0,793401106572563;6,79360304088794e-05
"alterar";1,37063965117737;-0,568642026569851;0,773757993188043;0,819010287267486;-0,339785638868164;0,462350374682431;0,798605506873947;0,0918020597900426;0,109592433336004;0,000187914756589696;3,23438869873539e-05;5,98859026503045e-05;0,000100026322716504;0,854046629670724;7,29587642399923e-05
"aliança";-1,16021443338572;-0,403368255735079;-1,54479058546953;-0,587860687389825;-0,204379753659575;-0,782718805520612;0,542264705227414;0,0437750896889051;0,413960205083662;0,000113385419863043;1,37051602830016e-05;0,000201011041049143;8,42326928138984e-05;0,877317994060247;6,48327970688619e-05
"abandonar";-0,725296637466655;-0,789919807861484;-0,377973627744907;-0,637873327752376;-0,694707172858343;-0,332414743537765;0,523800768458237;0,41494411701559;0,0612551145261522;4,7080487546446e-05;5,58438860146497e-05;1,2785938802848e-05;8,9497236114767e-05;0,558029348631537;2,78691488122155e-05
"xingar";-0,0380777383452142;1,77333504960277;0,892187339305696;-0,0191780182016724;0,893147895250975;0,449354026160453;0,000593142397185944;0,859185765676359;0,140221091926418;1,37396445563352e-07;0,000297998997455613;7,54302104317599e-05;9,47617794156357e-05;0,87059486918696;7,18233096740399e-05
"vagabundo";0,454733228029348;2,9640692664873;-3,06145897463989;0,106111141699521;0,691659976787817;-0,714385681629399;0,0204525178200159;0,580361903677863;0,399185578502113;1,95950595216207e-05;0,000832549192406539;0,000888157720248783;9,47617794156357e-05;1,77054815112116;0,000297063088170015
"título";0,554314935127736;-0,186291671183455;0,376095363637399;0,79725171196857;-0,267936770894095;0,540924758692029;0,785137490297845;0,0592254313631195;0,155637078339029;3,15433978544906e-05;3,56272409407911e-06;1,45208243733413e-05;0,000102658594366939;0,348343863673439;1,24569477415073e-05
"turma";0,229246810604937;1,58384231508226;0,428391705581727;0,138376198898856;0,956026732227643;0,258582510708746;0,0290843112737281;0,927181724875877;0,0437339638503623;5,53346671993007e-06;0,000264128084132155;1,93229221807024e-05;0,000105290866017373;0,748511284931745;5,89912233398444e-05
"subestimar";-0,948967263344998;-0,326467453439856;0,693259921933643;-0,778017363461685;-0,267656595956763;0,568373933949267;0,764025797541241;0,0603912674756941;0,175582934983064;8,77071283898877e-05;1,038035517703e-05;4,68084885925225e-05;9,739405106607e-05;0,604535294699888;3,55939145404095e-05
"socorro";1,14034399360538;-2,06402981015262;-0,51380327697803;0,472501212769276;-0,855230170858903;-0,212894243191814;0,30530366108911;0,66800695503937;0,0266893838714974;0,000130072672025719;0,000426134046258354;2,64063297774882e-05;0,000100026322716504;1,14919655494577;0,000132100035357121
"sarar";-1,96058547262393;-1,7043399796038;-1,29105329028982;-0,675843448504896;-0,587511753669485;-0,445045584646356;0,591219098498785;0,298385804097922;0,110395097403274;0,000364254367561736;0,000275261625634989;0,000157950696344444;9,47617794156357e-05;1,41982884502676;0,000191031592972151
"revelar";-1,80903368547011;-1,69803765905039;-1,2529067860064;-0,650844812523814;-0,610911234400719;-0,450764343858108;0,557110711613851;0,327817124693228;0,1150721636929;0,000301503291999986;0,000265639947892514;0,000144622636232511;9,21295077652014e-05;1,34958530735962;0,000167802889087743
"racista";0,667975962195006;0,753310719406079;1,24971858404887;0,416229606889969;0,469403455139387;0,778725439838348;0,297914895296887;0,253050758921471;0,449034345781611;2,70134598042061e-05;3,4356335665592e-05;9,45546733463899e-05;6,05422479599895e-05;0,681458114710441;2,81149216330832e-05
"postura";0,443084778747919;0,0274453308449766;-0,223046957769271;0,891846728449427;0,0552423141107948;-0,448951778797833;0,899537643245959;0,00230500260736087;0,0981573541466787;1,75704662263099e-05;6,74134516885171e-08;4,45248260748702e-06;8,9497236114767e-05;0,260136685276141;6,05637596972776e-06
"parceiro";0,335670571464399;1,68994697749361;0,284425699095664;0,192220371430369;0,967741182357127;0,162875206146302;0,0548327477229726;0,928214676395606;0,016952575881392;1,0677258151357e-05;0,000270632135621563;7,66603637540946e-06;9,47617794156357e-05;0,798210994396781;6,03765951480188e-05
"inacreditável";0,0274685014849569;1,68483075734905;0,412288896502944;0,0158341820779924;0,971218506298093;0,23766340000518;0,000383045337495144;0,962457607287743;0,0371593473747295;7,74578162130407e-08;0,000291412299435289;1,74501269623717e-05;0,000102658594366939;0,781509604111467;6,26994819463544e-05
"extremista";1,41357935223151;0,325061588499309;-1,89334493625657;0,592674819933445;0,136289355193945;-0,79382729197079;0,553150623499728;0,0195354368378636;0,427313939662404;0,000136755386184356;7,23161606807068e-06;0,000245337276227582;6,84390629112924e-05;1,05833444700293;7,66566645026011e-05
"eduardo";0,496083251516632;1,97795991661265;-1,90343978422452;0,177837239203697;0,709064314811228;-0,682350140187346;0,0556892263223315;0,591269977052305;0,353040796625356;2,59119339231707e-05;0,000411932132848256;0,000381477548004074;0,000105290866017373;1,17055928666573;0,000144270496825416
"domingo";-1,13034312143993;-0,0968760538165062;0,036871546195208;-0,995821636404395;-0,0853468903469418;0,0324834846803848;0,994664725571655;0,00487952788860163;0,000455746539741184;0,000134527567484765;9,88151598110936e-07;1,43144082003196e-07;0,000105290866017373;0,631097383547725;4,19356575436466e-05
"dobrar";-1,51051921637479;-1,36790793215042;-1,12291643762247;-0,649196071573897;-0,58790411018941;-0,48261083480939;0,560010196755763;0,306722730287814;0,133267072956402;0,000222220919221869;0,000182241032116561;0,000122808183884342;9,739405106607e-05;1,12396484915558;0,000123037610789895
"disposto";-0,260767928257458;-0,811074995761062;0,0897117138105058;-0,304395668984797;-0,94677178125899;0,104720919185124;0,133120235718898;0,860095252727427;0,00678451155365336;6,80178118318529e-06;6,58015810804281e-05;8,05031009747532e-07;0,000100026322716504;0,397975722432047;1,58426366794466e-05
"dedo";-0,0345372188741227;1,58903421337693;-0,751181963195756;-0,0196459578183318;0,903897306892873;-0,427298133547541;0,000617863614413262;0,873520679986187;0,125861456399384;1,1617352208393e-07;0,000245922874591865;5,49569640635254e-05;9,739405106607e-05;0,773687347468676;5,82993106881424e-05
"crescimento";-0,233001072437226;-0,190505900793506;0,735920605742069;-0,293051550549488;-0,239604260325475;0,925586617856169;0,174151257792196;0,0777528720324503;0,748095870175345;5,57328373392733e-06;3,72573685508992e-06;5,55977530409981e-05;0,000102658594366939;0,310898806143201;9,92278136033021e-06
"costa";-0,200837953167821;1,58429710457221;-1,59041080627263;-0,0891097152897927;0,702936181613569;-0,705648767602911;0,0143755633105625;0,597441457006003;0,388182979683425;4,03465009328852e-06;0,000251065801503353;0,000253007234121961;0,000100026322716504;0,932733967729911;8,70221660257251e-05
"contratar";1,36884878059574;-0,117974826825468;0,753259330344848;0,873622892471393;-0,0752935685161815;0,480743091775654;0,880780720359135;0,00436942561051747;0,11484985403034;0,000143034120926599;1,06244731026711e-06;4,3312947996303e-05;7,63358778625954e-05;0,812168265024117;5,0352464939869e-05
"chance";-0,0368994403123914;1,07462267598851;0,553717390201072;-0,0305091780625231;0,88851902072749;0,457824354812423;0,00150508121974301;0,852552593800471;0,145942324979748;1,11104578984996e-07;9,42333002585149e-05;2,50189297039844e-05;8,16004211634641e-05;0,529619848369668;2,28886883321938e-05
"cercar";-0,532710236054945;0,328749277969541;-1,25714424448006;-0,379322046392734;0,234089455072303;-0,895163064555493;0,27378638792496;0,0696383037066726;0,656575308368354;2,76385028615832e-05;1,05259680108537e-05;0,000153922693084722;9,739405106607e-05;0,566904047741377;3,1300519546685e-05
"castro";0,595181723745479;3,04541697090456;-4,81055672812532;0,103970379953288;0,531994090121866;-0,840340673874457;0,0214518089813321;0,375100008963801;0,603448182054861;3,35685344409135e-05;0,000878874237852716;0,00219292555209903;9,47617794156357e-05;2,26277862928912;0,000485196147686315
"caos";-0,790155621305723;0,56614942365307;0,493284143683504;-0,724882810431834;0,51938121336634;0,452535154814026;0,661948822704717;0,226960398317304;0,111090778977967;6,40944730964999e-05;3,29046634014357e-05;2,49798384047727e-05;0,000102658594366939;0,540785289244418;3,00223754500226e-05
"caminhada";-0,639327966011197;0,553471276351577;1,04812815708212;-0,474731183428036;0,410978539942688;0,778284615797841;0,376239015241196;0,188319546217707;0,435441438541076;3,873295323102e-05;2,90284188861931e-05;0,000104102697583734;9,47617794156357e-05;0,580385066965508;3,19202046181523e-05
"biológico";0,772752219489627;1,46696263795913;-0,759922764152508;0,423681448810583;0,804300317910461;-0,416647367137843;0,261556463226996;0,629523344881079;0,108920191891915;1,41466542104114e-05;5,09813488563101e-05;1,36808198665299e-05;2,36904448539089e-05;0,841360221280021;1,67701584563603e-05
"atrapalhar";-0,0920807135311518;0,122163297472858;1,09892149265365;-0,0829916024248475;0,110104792045794;0,990449054063614;0,0157463955126205;0,0185103272746328;0,965743277212722;8,92746281064074e-07;1,57134732818552e-06;0,000127152245013544;0,000105290866017373;0,408603930773768;1,75790652533587e-05
"ansiedade";-1,76591734626209;-1,60842749700321;-1,14129829569066;-0,667069855291708;-0,607578548307604;-0,431121926834537;0,576729281770949;0,319538384301341;0,103732333927691;0,0002955112046798;0,000245152420300544;0,000123433073942803;9,47617794156357e-05;1,29481825498689;0,000158873270029224
